Algorithm,Time Taken,Best Tour,Best Cost,Num Nodes,Edge Percentage,Num Edges,Adjacency List
tsp_brute_force,0.0004839897155761719,,inf,6,8.333333333333334,10,"[(0, 3, 21), (0, 4, 23), (1, 4, 85), (1, 5, 41), (2, 4, 14), (3, 0, 21), (4, 0, 23), (4, 2, 90), (4, 1, 80), (5, 1, 41)]"
tsp_brute_force,0.0014891624450683594,"[0, 2, 1, 5, 4, 3, 0]",354,6,16.666666666666668,20,"[(0, 2, 87), (0, 3, 83), (0, 4, 6), (0, 1, 76), (1, 2, 52), (1, 3, 19), (1, 5, 18), (1, 4, 85), (1, 0, 76), (2, 0, 87), (2, 1, 52), (3, 0, 83), (3, 1, 19), (3, 4, 48), (4, 0, 95), (4, 5, 8), (4, 1, 85), (4, 3, 48), (5, 4, 66), (5, 1, 87)]"
tsp_brute_force,0.0029754638671875,"[0, 2, 1, 3, 4, 5, 0]",219,6,25.0,30,"[(0, 1, 68), (0, 2, 60), (0, 3, 98), (0, 4, 15), (0, 5, 84), (1, 0, 68), (1, 2, 18), (1, 3, 25), (1, 4, 18), (1, 5, 91), (2, 0, 60), (2, 1, 18), (2, 3, 64), (2, 4, 82), (2, 5, 61), (3, 0, 98), (3, 1, 25), (3, 2, 49), (3, 4, 16), (3, 5, 99), (4, 0, 15), (4, 1, 18), (4, 2, 82), (4, 3, 16), (4, 5, 16), (5, 0, 84), (5, 1, 67), (5, 2, 94), (5, 3, 99), (5, 4, 16)]"
tsp_brute_force,0.0004961490631103516,,inf,6,8.333333333333334,10,"[(0, 2, 45), (0, 3, 68), (0, 4, 47), (1, 4, 34), (2, 0, 45), (3, 0, 77), (3, 5, 52), (4, 0, 47), (4, 1, 34), (5, 3, 52)]"
tsp_brute_force,0.0014879703521728516,"[0, 1, 5, 3, 4, 2, 0]",198,6,18.333333333333332,22,"[(0, 3, 32), (0, 4, 97), (0, 2, 46), (0, 1, 42), (1, 0, 42), (1, 5, 97), (1, 2, 87), (2, 4, 35), (2, 5, 90), (2, 0, 10), (2, 1, 87), (3, 0, 32), (3, 4, 4), (3, 5, 10), (4, 2, 35), (4, 5, 99), (4, 0, 97), (4, 3, 4), (5, 4, 99), (5, 2, 8), (5, 1, 97), (5, 3, 10)]"
tsp_brute_force,0.003471851348876953,"[0, 4, 5, 3, 2, 1, 0]",177,6,25.0,30,"[(0, 1, 55), (0, 2, 99), (0, 3, 91), (0, 4, 3), (0, 5, 79), (1, 0, 53), (1, 2, 47), (1, 3, 56), (1, 4, 59), (1, 5, 43), (2, 0, 99), (2, 1, 47), (2, 3, 32), (2, 4, 98), (2, 5, 46), (3, 0, 91), (3, 1, 56), (3, 2, 32), (3, 4, 18), (3, 5, 18), (4, 0, 3), (4, 1, 59), (4, 2, 98), (4, 3, 18), (4, 5, 24), (5, 0, 79), (5, 1, 43), (5, 2, 46), (5, 3, 18), (5, 4, 24)]"
tsp_brute_force,0.0009913444519042969,,inf,6,8.333333333333334,10,"[(0, 3, 39), (0, 4, 9), (1, 2, 67), (2, 3, 79), (2, 5, 41), (2, 1, 67), (3, 0, 39), (3, 2, 80), (4, 0, 9), (5, 2, 41)]"
tsp_brute_force,0.001993894577026367,"[0, 3, 1, 4, 5, 2, 0]",113,6,18.333333333333332,22,"[(0, 4, 87), (0, 5, 60), (0, 3, 12), (0, 2, 31), (1, 3, 18), (1, 4, 19), (1, 2, 88), (2, 4, 100), (2, 0, 31), (2, 1, 88), (2, 5, 12), (3, 0, 12), (3, 1, 18), (3, 4, 2), (4, 0, 87), (4, 2, 100), (4, 3, 2), (4, 1, 47), (4, 5, 21), (5, 0, 60), (5, 4, 88), (5, 2, 12)]"
tsp_brute_force,0.002975940704345703,"[0, 5, 2, 3, 1, 4, 0]",273,6,25.0,30,"[(0, 1, 50), (0, 2, 82), (0, 3, 78), (0, 4, 98), (0, 5, 29), (1, 0, 50), (1, 2, 94), (1, 3, 82), (1, 4, 28), (1, 5, 83), (2, 0, 82), (2, 1, 94), (2, 3, 83), (2, 4, 88), (2, 5, 71), (3, 0, 78), (3, 1, 33), (3, 2, 83), (3, 4, 71), (3, 5, 87), (4, 0, 29), (4, 1, 28), (4, 2, 88), (4, 3, 71), (4, 5, 96), (5, 0, 29), (5, 1, 61), (5, 2, 71), (5, 3, 87), (5, 4, 96)]"
tsp_brute_force,0.0009915828704833984,,inf,6,8.333333333333334,10,"[(0, 5, 14), (1, 4, 20), (1, 2, 95), (2, 1, 95), (3, 4, 7), (4, 3, 7), (4, 1, 20), (4, 5, 60), (5, 4, 60), (5, 0, 14)]"
tsp_brute_force,0.0014882087707519531,"[0, 5, 3, 2, 1, 4, 0]",342,6,16.666666666666668,20,"[(0, 5, 56), (0, 2, 92), (0, 1, 73), (0, 4, 95), (1, 4, 38), (1, 0, 73), (1, 5, 89), (1, 2, 79), (2, 3, 57), (2, 0, 92), (2, 5, 42), (2, 1, 79), (3, 2, 57), (3, 5, 55), (4, 1, 38), (4, 0, 95), (5, 0, 56), (5, 1, 72), (5, 2, 86), (5, 3, 17)]"
tsp_brute_force,0.003471851348876953,"[0, 1, 4, 2, 5, 3, 0]",171,6,25.0,30,"[(0, 1, 25), (0, 2, 55), (0, 3, 30), (0, 4, 96), (0, 5, 92), (1, 0, 25), (1, 2, 74), (1, 3, 94), (1, 4, 21), (1, 5, 91), (2, 0, 55), (2, 1, 74), (2, 3, 75), (2, 4, 55), (2, 5, 31), (3, 0, 30), (3, 1, 94), (3, 2, 75), (3, 4, 47), (3, 5, 87), (4, 0, 96), (4, 1, 21), (4, 2, 55), (4, 3, 47), (4, 5, 67), (5, 0, 49), (5, 1, 91), (5, 2, 31), (5, 3, 9), (5, 4, 67)]"
tsp_brute_force,0.0009920597076416016,,inf,6,8.333333333333334,10,"[(0, 2, 80), (0, 5, 54), (0, 3, 58), (1, 4, 33), (2, 4, 32), (2, 0, 80), (3, 0, 58), (4, 2, 32), (4, 1, 33), (5, 0, 18)]"
tsp_brute_force,0.001984834671020508,"[0, 4, 5, 2, 3, 1, 0]",173,6,20.0,24,"[(0, 1, 2), (0, 4, 18), (0, 3, 86), (1, 3, 12), (1, 0, 2), (1, 2, 46), (1, 5, 47), (1, 4, 74), (2, 5, 76), (2, 4, 60), (2, 1, 46), (2, 3, 41), (3, 1, 12), (3, 0, 86), (3, 4, 89), (3, 2, 41), (4, 0, 18), (4, 5, 24), (4, 2, 60), (4, 3, 89), (4, 1, 58), (5, 2, 76), (5, 4, 65), (5, 1, 47)]"
tsp_brute_force,0.002965211868286133,"[0, 4, 3, 2, 1, 5, 0]",233,6,25.0,30,"[(0, 1, 53), (0, 2, 94), (0, 3, 55), (0, 4, 25), (0, 5, 1), (1, 0, 53), (1, 2, 37), (1, 3, 97), (1, 4, 70), (1, 5, 52), (2, 0, 80), (2, 1, 37), (2, 3, 85), (2, 4, 64), (2, 5, 61), (3, 0, 55), (3, 1, 97), (3, 2, 85), (3, 4, 82), (3, 5, 77), (4, 0, 25), (4, 1, 70), (4, 2, 64), (4, 3, 33), (4, 5, 97), (5, 0, 1), (5, 1, 52), (5, 2, 61), (5, 3, 97), (5, 4, 69)]"
tsp_brute_force,0.00049591064453125,,inf,6,8.333333333333334,10,"[(0, 2, 29), (1, 3, 50), (2, 3, 69), (2, 0, 29), (3, 1, 50), (3, 2, 69), (3, 4, 50), (4, 3, 6), (4, 5, 15), (5, 4, 15)]"
tsp_brute_force,0.001984119415283203,"[0, 1, 3, 5, 2, 4, 0]",292,6,20.0,24,"[(0, 5, 79), (0, 4, 67), (0, 1, 30), (0, 3, 86), (1, 3, 20), (1, 4, 47), (1, 5, 28), (1, 0, 30), (2, 4, 71), (2, 5, 94), (3, 4, 42), (3, 5, 10), (3, 1, 20), (3, 0, 86), (4, 3, 42), (4, 5, 68), (4, 2, 71), (4, 0, 67), (4, 1, 47), (5, 0, 79), (5, 3, 10), (5, 4, 91), (5, 2, 94), (5, 1, 82)]"
tsp_brute_force,0.0029757022857666016,"[0, 5, 1, 4, 3, 2, 0]",80,6,25.0,30,"[(0, 1, 21), (0, 2, 77), (0, 3, 34), (0, 4, 75), (0, 5, 10), (1, 0, 21), (1, 2, 34), (1, 3, 2), (1, 4, 9), (1, 5, 72), (2, 0, 25), (2, 1, 34), (2, 3, 8), (2, 4, 86), (2, 5, 64), (3, 0, 34), (3, 1, 86), (3, 2, 8), (3, 4, 9), (3, 5, 53), (4, 0, 70), (4, 1, 9), (4, 2, 86), (4, 3, 9), (4, 5, 63), (5, 0, 10), (5, 1, 19), (5, 2, 64), (5, 3, 53), (5, 4, 63)]"
tsp_brute_force,0.0009920597076416016,,inf,6,8.333333333333334,10,"[(0, 5, 6), (1, 2, 93), (2, 3, 97), (2, 5, 74), (2, 1, 30), (3, 2, 76), (4, 5, 24), (5, 2, 74), (5, 4, 24), (5, 0, 6)]"
tsp_brute_force,0.0019838809967041016,"[0, 1, 2, 5, 3, 4, 0]",217,6,20.0,24,"[(0, 4, 93), (0, 3, 64), (0, 1, 4), (1, 0, 4), (1, 2, 9), (1, 4, 67), (1, 3, 100), (1, 5, 10), (2, 3, 72), (2, 5, 82), (2, 1, 9), (3, 2, 72), (3, 0, 64), (3, 4, 54), (3, 5, 20), (3, 1, 6), (4, 0, 36), (4, 5, 100), (4, 3, 78), (4, 1, 67), (5, 4, 100), (5, 2, 82), (5, 3, 32), (5, 1, 14)]"
tsp_brute_force,0.0029761791229248047,"[0, 2, 5, 1, 3, 4, 0]",179,6,25.0,30,"[(0, 1, 53), (0, 2, 66), (0, 3, 27), (0, 4, 47), (0, 5, 29), (1, 0, 53), (1, 2, 43), (1, 3, 5), (1, 4, 84), (1, 5, 6), (2, 0, 66), (2, 1, 43), (2, 3, 85), (2, 4, 88), (2, 5, 33), (3, 0, 27), (3, 1, 5), (3, 2, 85), (3, 4, 22), (3, 5, 31), (4, 0, 47), (4, 1, 53), (4, 2, 88), (4, 3, 41), (4, 5, 79), (5, 0, 29), (5, 1, 6), (5, 2, 33), (5, 3, 31), (5, 4, 79)]"
tsp_brute_force,0.0004956722259521484,,inf,6,8.333333333333334,10,"[(0, 4, 82), (0, 1, 93), (1, 0, 93), (1, 2, 93), (1, 5, 81), (2, 1, 93), (3, 4, 57), (4, 0, 82), (4, 3, 57), (5, 1, 81)]"
tsp_brute_force,0.00148773193359375,"[0, 3, 2, 4, 1, 5, 0]",222,6,18.333333333333332,22,"[(0, 4, 52), (0, 3, 64), (0, 1, 85), (0, 2, 82), (0, 5, 9), (1, 2, 15), (1, 4, 74), (1, 5, 29), (1, 0, 85), (2, 3, 50), (2, 1, 15), (2, 0, 82), (2, 4, 8), (2, 5, 70), (3, 2, 40), (3, 0, 64), (4, 0, 52), (4, 1, 74), (4, 2, 8), (5, 1, 29), (5, 2, 70), (5, 0, 7)]"
tsp_brute_force,0.003473043441772461,"[0, 5, 4, 2, 3, 1, 0]",158,6,25.0,30,"[(0, 1, 92), (0, 2, 56), (0, 3, 43), (0, 4, 85), (0, 5, 38), (1, 0, 8), (1, 2, 86), (1, 3, 21), (1, 4, 19), (1, 5, 9), (2, 0, 56), (2, 1, 13), (2, 3, 14), (2, 4, 80), (2, 5, 70), (3, 0, 43), (3, 1, 21), (3, 2, 14), (3, 4, 68), (3, 5, 86), (4, 0, 85), (4, 1, 19), (4, 2, 37), (4, 3, 68), (4, 5, 40), (5, 0, 63), (5, 1, 31), (5, 2, 24), (5, 3, 86), (5, 4, 40)]"
tsp_brute_force,0.00047397613525390625,,inf,6,8.333333333333334,10,"[(0, 1, 52), (0, 3, 99), (1, 0, 52), (1, 5, 51), (2, 5, 2), (3, 0, 99), (3, 4, 79), (4, 3, 79), (5, 1, 51), (5, 2, 2)]"
tsp_brute_force,0.001485586166381836,"[0, 1, 4, 5, 3, 2, 0]",359,6,18.333333333333332,22,"[(0, 2, 97), (0, 3, 69), (0, 1, 26), (0, 5, 85), (1, 5, 73), (1, 0, 26), (1, 3, 7), (1, 4, 24), (2, 0, 97), (2, 3, 97), (3, 4, 70), (3, 2, 97), (3, 0, 69), (3, 1, 7), (3, 5, 29), (4, 3, 70), (4, 5, 86), (4, 1, 24), (5, 4, 86), (5, 1, 73), (5, 0, 85), (5, 3, 29)]"
tsp_brute_force,0.0029761791229248047,"[0, 3, 2, 1, 5, 4, 0]",184,6,25.0,30,"[(0, 1, 70), (0, 2, 21), (0, 3, 8), (0, 4, 17), (0, 5, 27), (1, 0, 70), (1, 2, 47), (1, 3, 52), (1, 4, 54), (1, 5, 19), (2, 0, 21), (2, 1, 47), (2, 3, 21), (2, 4, 74), (2, 5, 85), (3, 0, 8), (3, 1, 52), (3, 2, 21), (3, 4, 88), (3, 5, 92), (4, 0, 13), (4, 1, 54), (4, 2, 74), (4, 3, 88), (4, 5, 76), (5, 0, 27), (5, 1, 19), (5, 2, 85), (5, 3, 92), (5, 4, 76)]"
tsp_brute_force,0.004959583282470703,,inf,7,10.285714285714285,12,"[(0, 1, 90), (1, 4, 96), (1, 0, 90), (2, 6, 67), (3, 4, 15), (3, 5, 6), (4, 3, 15), (4, 6, 76), (4, 1, 95), (5, 3, 6), (6, 4, 76), (6, 2, 67)]"
tsp_brute_force,0.015871763229370117,"[0, 2, 6, 1, 5, 3, 4, 0]",285,7,27.428571428571427,32,"[(0, 5, 48), (0, 3, 62), (0, 1, 7), (0, 4, 7), (0, 2, 56), (0, 6, 24), (1, 4, 63), (1, 3, 79), (1, 0, 9), (1, 5, 51), (1, 6, 65), (2, 4, 95), (2, 0, 56), (2, 6, 9), (3, 0, 62), (3, 1, 79), (3, 4, 31), (3, 5, 66), (4, 6, 97), (4, 1, 63), (4, 3, 31), (4, 2, 95), (4, 5, 56), (4, 0, 7), (5, 0, 48), (5, 4, 56), (5, 1, 51), (5, 3, 66), (6, 4, 97), (6, 1, 65), (6, 2, 92), (6, 0, 46)]"
tsp_brute_force,0.034722089767456055,"[0, 2, 3, 1, 6, 4, 5, 0]",183,7,36.0,42,"[(0, 1, 83), (0, 2, 8), (0, 3, 83), (0, 4, 54), (0, 5, 28), (0, 6, 50), (1, 0, 83), (1, 2, 94), (1, 3, 16), (1, 4, 42), (1, 5, 67), (1, 6, 25), (2, 0, 8), (2, 1, 94), (2, 3, 38), (2, 4, 100), (2, 5, 67), (2, 6, 71), (3, 0, 83), (3, 1, 16), (3, 2, 38), (3, 4, 72), (3, 5, 90), (3, 6, 78), (4, 0, 54), (4, 1, 42), (4, 2, 100), (4, 3, 42), (4, 5, 54), (4, 6, 14), (5, 0, 28), (5, 1, 67), (5, 2, 67), (5, 3, 90), (5, 4, 54), (5, 6, 66), (6, 0, 80), (6, 1, 25), (6, 2, 50), (6, 3, 78), (6, 4, 14), (6, 5, 66)]"
tsp_brute_force,0.006443977355957031,,inf,7,10.285714285714285,12,"[(0, 6, 83), (1, 3, 43), (1, 5, 99), (2, 3, 55), (2, 4, 78), (3, 1, 43), (3, 6, 64), (3, 2, 55), (4, 2, 78), (5, 1, 71), (6, 3, 64), (6, 0, 90)]"
tsp_brute_force,0.011904478073120117,"[0, 1, 4, 5, 2, 6, 3, 0]",273,7,27.428571428571427,32,"[(0, 1, 47), (0, 3, 72), (0, 6, 72), (1, 2, 1), (1, 0, 47), (1, 3, 77), (1, 4, 63), (1, 5, 40), (1, 6, 11), (2, 1, 1), (2, 6, 2), (2, 5, 49), (2, 3, 63), (3, 0, 72), (3, 1, 56), (3, 6, 12), (3, 4, 95), (3, 2, 63), (4, 1, 63), (4, 3, 81), (4, 5, 28), (4, 6, 96), (5, 1, 40), (5, 2, 49), (5, 4, 28), (5, 6, 83), (6, 3, 12), (6, 2, 2), (6, 0, 72), (6, 5, 83), (6, 4, 74), (6, 1, 11)]"
tsp_brute_force,0.02827167510986328,"[0, 1, 2, 5, 6, 3, 4, 0]",154,7,36.0,42,"[(0, 1, 49), (0, 2, 93), (0, 3, 45), (0, 4, 1), (0, 5, 67), (0, 6, 67), (1, 0, 49), (1, 2, 85), (1, 3, 79), (1, 4, 100), (1, 5, 81), (1, 6, 97), (2, 0, 93), (2, 1, 85), (2, 3, 49), (2, 4, 32), (2, 5, 5), (2, 6, 35), (3, 0, 45), (3, 1, 79), (3, 2, 49), (3, 4, 5), (3, 5, 49), (3, 6, 2), (4, 0, 1), (4, 1, 100), (4, 2, 70), (4, 3, 81), (4, 5, 71), (4, 6, 9), (5, 0, 70), (5, 1, 81), (5, 2, 5), (5, 3, 72), (5, 4, 71), (5, 6, 7), (6, 0, 76), (6, 1, 32), (6, 2, 14), (6, 3, 2), (6, 4, 9), (6, 5, 7)]"
tsp_brute_force,0.004959821701049805,,inf,7,10.285714285714285,12,"[(0, 2, 17), (1, 2, 14), (2, 5, 45), (2, 3, 73), (2, 0, 17), (2, 1, 14), (2, 6, 99), (3, 2, 70), (3, 4, 63), (4, 3, 63), (5, 2, 45), (6, 2, 99)]"
tsp_brute_force,0.010416269302368164,"[0, 2, 3, 6, 4, 5, 1, 0]",360,7,25.714285714285715,30,"[(0, 3, 33), (0, 2, 41), (0, 4, 71), (0, 1, 28), (0, 6, 99), (0, 5, 68), (1, 5, 100), (1, 0, 28), (2, 0, 87), (2, 4, 79), (2, 6, 78), (2, 3, 14), (2, 5, 60), (3, 4, 92), (3, 0, 33), (3, 6, 65), (3, 2, 14), (4, 3, 42), (4, 5, 79), (4, 0, 71), (4, 6, 93), (4, 2, 61), (5, 4, 61), (5, 1, 40), (5, 2, 99), (5, 0, 68), (6, 3, 65), (6, 4, 93), (6, 0, 46), (6, 2, 78)]"
tsp_brute_force,0.02430438995361328,"[0, 1, 6, 3, 2, 4, 5, 0]",170,7,36.0,42,"[(0, 1, 44), (0, 2, 34), (0, 3, 95), (0, 4, 71), (0, 5, 42), (0, 6, 97), (1, 0, 44), (1, 2, 76), (1, 3, 74), (1, 4, 100), (1, 5, 94), (1, 6, 25), (2, 0, 34), (2, 1, 55), (2, 3, 3), (2, 4, 40), (2, 5, 83), (2, 6, 71), (3, 0, 89), (3, 1, 74), (3, 2, 3), (3, 4, 31), (3, 5, 69), (3, 6, 6), (4, 0, 71), (4, 1, 100), (4, 2, 40), (4, 3, 31), (4, 5, 10), (4, 6, 8), (5, 0, 42), (5, 1, 94), (5, 2, 83), (5, 3, 69), (5, 4, 88), (5, 6, 35), (6, 0, 97), (6, 1, 25), (6, 2, 35), (6, 3, 6), (6, 4, 8), (6, 5, 29)]"
tsp_brute_force,0.004960060119628906,,inf,7,10.285714285714285,12,"[(0, 4, 95), (1, 5, 40), (1, 2, 82), (2, 1, 82), (2, 6, 61), (3, 4, 72), (4, 5, 34), (4, 0, 95), (4, 3, 72), (5, 1, 40), (5, 4, 34), (6, 2, 51)]"
tsp_brute_force,0.013391971588134766,"[0, 4, 2, 5, 1, 3, 6, 0]",247,7,29.14285714285714,34,"[(0, 3, 94), (0, 4, 60), (0, 5, 28), (0, 2, 85), (0, 6, 46), (1, 4, 84), (1, 3, 75), (1, 6, 78), (1, 5, 99), (2, 6, 27), (2, 0, 85), (2, 4, 19), (2, 5, 28), (2, 3, 62), (3, 0, 94), (3, 1, 75), (3, 6, 5), (3, 5, 32), (3, 2, 62), (4, 1, 12), (4, 0, 60), (4, 6, 59), (4, 2, 19), (4, 5, 50), (5, 0, 74), (5, 1, 14), (5, 3, 32), (5, 4, 93), (5, 2, 63), (6, 2, 98), (6, 4, 59), (6, 1, 81), (6, 3, 5), (6, 0, 46)]"
tsp_brute_force,0.024303674697875977,"[0, 4, 3, 6, 5, 2, 1, 0]",207,7,36.0,42,"[(0, 1, 17), (0, 2, 56), (0, 3, 75), (0, 4, 35), (0, 5, 64), (0, 6, 49), (1, 0, 17), (1, 2, 37), (1, 3, 13), (1, 4, 100), (1, 5, 25), (1, 6, 90), (2, 0, 56), (2, 1, 37), (2, 3, 82), (2, 4, 72), (2, 5, 69), (2, 6, 92), (3, 0, 75), (3, 1, 13), (3, 2, 82), (3, 4, 11), (3, 5, 90), (3, 6, 16), (4, 0, 35), (4, 1, 27), (4, 2, 72), (4, 3, 11), (4, 5, 55), (4, 6, 24), (5, 0, 64), (5, 1, 25), (5, 2, 48), (5, 3, 90), (5, 4, 55), (5, 6, 43), (6, 0, 49), (6, 1, 90), (6, 2, 92), (6, 3, 16), (6, 4, 24), (6, 5, 43)]"
tsp_brute_force,0.005456686019897461,,inf,7,10.285714285714285,12,"[(0, 6, 50), (1, 3, 30), (2, 5, 51), (3, 1, 30), (3, 4, 94), (3, 6, 76), (4, 3, 48), (4, 5, 73), (5, 4, 73), (5, 2, 51), (6, 3, 42), (6, 0, 50)]"
tsp_brute_force,0.013391256332397461,"[0, 5, 4, 2, 1, 6, 3, 0]",160,7,29.14285714285714,34,"[(0, 6, 51), (0, 5, 19), (0, 4, 81), (0, 3, 1), (0, 1, 85), (1, 6, 16), (1, 4, 23), (1, 2, 36), (1, 3, 38), (1, 0, 85), (2, 3, 89), (2, 1, 36), (2, 6, 60), (2, 4, 14), (3, 4, 42), (3, 2, 89), (3, 6, 45), (3, 1, 38), (3, 0, 10), (4, 5, 40), (4, 6, 80), (4, 3, 42), (4, 1, 44), (4, 2, 14), (4, 0, 73), (5, 4, 17), (5, 6, 39), (5, 0, 19), (6, 0, 51), (6, 4, 80), (6, 1, 16), (6, 5, 39), (6, 2, 60), (6, 3, 48)]"
tsp_brute_force,0.025791406631469727,"[0, 1, 2, 3, 5, 6, 4, 0]",154,7,36.0,42,"[(0, 1, 16), (0, 2, 76), (0, 3, 8), (0, 4, 15), (0, 5, 70), (0, 6, 95), (1, 0, 16), (1, 2, 46), (1, 3, 92), (1, 4, 97), (1, 5, 52), (1, 6, 58), (2, 0, 76), (2, 1, 46), (2, 3, 26), (2, 4, 71), (2, 5, 38), (2, 6, 28), (3, 0, 8), (3, 1, 77), (3, 2, 26), (3, 4, 59), (3, 5, 30), (3, 6, 21), (4, 0, 15), (4, 1, 97), (4, 2, 71), (4, 3, 59), (4, 5, 21), (4, 6, 12), (5, 0, 70), (5, 1, 45), (5, 2, 38), (5, 3, 30), (5, 4, 27), (5, 6, 9), (6, 0, 95), (6, 1, 58), (6, 2, 28), (6, 3, 21), (6, 4, 12), (6, 5, 9)]"
tsp_brute_force,0.004960775375366211,,inf,7,10.285714285714285,12,"[(0, 3, 20), (0, 4, 51), (1, 6, 31), (2, 4, 87), (3, 6, 8), (3, 0, 20), (4, 0, 51), (4, 2, 87), (5, 6, 59), (6, 5, 44), (6, 3, 8), (6, 1, 76)]"
tsp_brute_force,0.013393163681030273,"[0, 2, 3, 1, 5, 6, 4, 0]",107,7,29.14285714285714,34,"[(0, 5, 14), (0, 2, 32), (0, 4, 13), (0, 6, 82), (1, 6, 73), (1, 5, 32), (1, 4, 84), (1, 2, 60), (1, 3, 3), (2, 0, 32), (2, 3, 2), (2, 5, 63), (2, 1, 60), (3, 4, 43), (3, 6, 54), (3, 2, 2), (3, 5, 24), (3, 1, 3), (4, 5, 31), (4, 3, 43), (4, 1, 84), (4, 0, 13), (4, 6, 3), (5, 0, 96), (5, 4, 31), (5, 2, 63), (5, 1, 32), (5, 3, 54), (5, 6, 22), (6, 1, 73), (6, 3, 54), (6, 5, 22), (6, 4, 3), (6, 0, 82)]"
tsp_brute_force,0.024303674697875977,"[0, 3, 5, 4, 6, 2, 1, 0]",182,7,36.0,42,"[(0, 1, 8), (0, 2, 43), (0, 3, 23), (0, 4, 30), (0, 5, 54), (0, 6, 56), (1, 0, 8), (1, 2, 59), (1, 3, 90), (1, 4, 18), (1, 5, 49), (1, 6, 65), (2, 0, 44), (2, 1, 6), (2, 3, 34), (2, 4, 54), (2, 5, 68), (2, 6, 42), (3, 0, 23), (3, 1, 90), (3, 2, 61), (3, 4, 59), (3, 5, 16), (3, 6, 80), (4, 0, 30), (4, 1, 18), (4, 2, 54), (4, 3, 59), (4, 5, 72), (4, 6, 33), (5, 0, 54), (5, 1, 49), (5, 2, 68), (5, 3, 16), (5, 4, 28), (5, 6, 57), (6, 0, 55), (6, 1, 44), (6, 2, 68), (6, 3, 80), (6, 4, 33), (6, 5, 57)]"
